FIPS_state,FIPS_county,year,incidentType,declarationTitle,state
20,043,1984,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",KS
50,023,1984,Flood,SEVERE STORMS & FLOODING,VT
29,087,1984,Flood,SEVERE STORMS & FLOODING,MO
20,131,1984,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",KS
19,123,1984,Severe Storm(s),"SEVERE STORMS, TORNADOES, HAIL & FLOODS",IA
20,149,1984,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",KS
20,013,1984,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",KS
19,109,1984,Severe Storm(s),"SEVERE STORMS, TORNADOES, HAIL & FLOODS",IA
19,155,1984,Severe Storm(s),"SEVERE STORMS, TORNADOES, HAIL & FLOODS",IA
29,063,1984,Flood,SEVERE STORMS & FLOODING,MO
31,051,1984,Tornado,TORNADOES & FLOODING,NE
19,107,1984,Severe Storm(s),"SEVERE STORMS, TORNADOES, HAIL & FLOODS",IA
31,127,1984,Tornado,TORNADOES & FLOODING,NE
31,131,1984,Tornado,TORNADOES & FLOODING,NE
31,085,1984,Tornado,TORNADOES & FLOODING,NE
19,071,1984,Severe Storm(s),"SEVERE STORMS, TORNADOES, HAIL & FLOODS",IA
31,027,1984,Tornado,TORNADOES & FLOODING,NE
31,021,1984,Tornado,TORNADOES & FLOODING,NE
31,037,1984,Tornado,TORNADOES & FLOODING,NE
31,167,1984,Tornado,TORNADOES & FLOODING,NE
31,173,1984,Tornado,TORNADOES & FLOODING,NE
31,095,1984,Tornado,TORNADOES & FLOODING,NE
31,147,1984,Tornado,TORNADOES & FLOODING,NE
31,059,1984,Tornado,TORNADOES & FLOODING,NE
31,067,1984,Tornado,TORNADOES & FLOODING,NE
31,151,1984,Tornado,TORNADOES & FLOODING,NE
31,177,1984,Tornado,TORNADOES & FLOODING,NE
31,169,1984,Tornado,TORNADOES & FLOODING,NE
31,053,1984,Tornado,TORNADOES & FLOODING,NE
46,027,1984,Flood,SEVERE STORMS & FLOODING,SD
31,093,1984,Tornado,TORNADOES & FLOODING,NE
31,039,1984,Tornado,TORNADOES & FLOODING,NE
31,055,1984,Tornado,TORNADOES & FLOODING,NE
31,155,1984,Tornado,TORNADOES & FLOODING,NE
31,153,1984,Tornado,TORNADOES & FLOODING,NE
46,003,1984,Flood,SEVERE STORMS & FLOODING,SD
31,179,1984,Tornado,TORNADOES & FLOODING,NE
46,009,1984,Flood,SEVERE STORMS & FLOODING,SD
31,025,1984,Tornado,TORNADOES & FLOODING,NE
46,061,1984,Flood,SEVERE STORMS & FLOODING,SD
46,079,1984,Flood,SEVERE STORMS & FLOODING,SD
46,023,1984,Flood,SEVERE STORMS & FLOODING,SD
46,067,1984,Flood,SEVERE STORMS & FLOODING,SD
46,083,1984,Flood,SEVERE STORMS & FLOODING,SD
46,077,1984,Flood,SEVERE STORMS & FLOODING,SD
46,125,1984,Flood,SEVERE STORMS & FLOODING,SD
46,101,1984,Flood,SEVERE STORMS & FLOODING,SD
31,093,1984,Tornado,SEVERE STORMS & TORNADOES,NE
46,035,1984,Flood,SEVERE STORMS & FLOODING,SD
08,029,1984,Flood,"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING",CO
46,087,1984,Flood,SEVERE STORMS & FLOODING,SD
46,127,1984,Flood,SEVERE STORMS & FLOODING,SD
46,097,1984,Flood,SEVERE STORMS & FLOODING,SD
08,077,1984,Flood,"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING",CO
08,053,1984,Flood,"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING",CO
08,037,1984,Flood,"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING",CO
08,033,1984,Flood,"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING",CO
08,051,1984,Flood,"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING",CO
08,081,1984,Flood,"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING",CO
08,045,1984,Flood,"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING",CO
46,135,1984,Flood,SEVERE STORMS & FLOODING,SD
08,085,1984,Flood,"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING",CO
08,091,1984,Flood,"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING",CO
08,109,1984,Flood,"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING",CO
08,103,1984,Flood,"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING",CO
08,097,1984,Flood,"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING",CO
08,107,1984,Flood,"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING",CO
49,023,1984,Flood,"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING",UT
49,027,1984,Flood,"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING",UT
08,113,1984,Flood,"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING",CO
49,003,1984,Flood,"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING",UT
49,011,1984,Flood,"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING",UT
49,035,1984,Flood,"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING",UT
49,043,1984,Flood,"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING",UT
49,045,1984,Flood,"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING",UT
42,003,1984,Flood,SEVERE STORMS & FLOODING,PA
49,051,1984,Flood,"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING",UT
49,039,1984,Flood,"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING",UT
49,041,1984,Flood,"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING",UT
49,049,1984,Flood,"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING",UT
42,005,1984,Flood,SEVERE STORMS & FLOODING,PA
49,057,1984,Flood,"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING",UT
42,111,1984,Flood,SEVERE STORMS & FLOODING,PA
42,083,1984,Flood,SEVERE STORMS & FLOODING,PA
42,009,1984,Flood,SEVERE STORMS & FLOODING,PA
42,013,1984,Flood,SEVERE STORMS & FLOODING,PA
42,129,1984,Flood,SEVERE STORMS & FLOODING,PA
35,027,1984,Flood,SEVERE STORMS & FLOODING,NM
32,003,1984,Flood,HEAVY RAINS & FLOODING,NV
37,019,1984,Hurricane,HURRICANE DIANA,NC
37,047,1984,Hurricane,HURRICANE DIANA,NC
37,017,1984,Hurricane,HURRICANE DIANA,NC
35,035,1984,Flood,SEVERE STORMS & FLOODING,NM
36,123,1984,Flood,SEVERE STORMS & FLOODING,NY
48,061,1985,Flood,SEVERE STORMS & FLOODING,TX
36,003,1984,Flood,SEVERE STORMS & FLOODING,NY
37,141,1984,Hurricane,HURRICANE DIANA,NC
48,409,1985,Flood,SEVERE STORMS & FLOODING,TX
48,355,1985,Flood,SEVERE STORMS & FLOODING,TX
22,055,1985,Flood,SEVERE STORMS & FLOODING,LA
35,015,1984,Flood,SEVERE STORMS & FLOODING,NM
37,129,1984,Hurricane,HURRICANE DIANA,NC
48,201,1985,Flood,SEVERE STORMS & FLOODING,TX
22,045,1985,Flood,SEVERE STORMS & FLOODING,LA
37,163,1984,Hurricane,HURRICANE DIANA,NC
36,101,1984,Flood,SEVERE STORMS & FLOODING,NY
78,020,1985,Hurricane,TROPICAL STORM KLAUS,VI
78,010,1985,Hurricane,TROPICAL STORM KLAUS,VI
22,113,1985,Flood,SEVERE STORMS & FLOODING,LA
04,027,1985,Severe Storm(s),HEAVY RAIN & HIGH WINDS,AZ
22,099,1985,Flood,SEVERE STORMS & FLOODING,LA
12,009,1985,Freezing,SEVERE FREEZE,FL
04,015,1985,Severe Storm(s),HEAVY RAIN & HIGH WINDS,AZ
35,003,1985,Flood,SEVERE STORMS & FLOODING,NM
78,030,1985,Hurricane,TROPICAL STORM KLAUS,VI
35,023,1985,Flood,SEVERE STORMS & FLOODING,NM
12,011,1985,Freezing,SEVERE FREEZE,FL
12,021,1985,Freezing,SEVERE FREEZE,FL
12,057,1985,Freezing,SEVERE FREEZE,FL
12,015,1985,Freezing,SEVERE FREEZE,FL
35,057,1985,Flood,SEVERE STORMS & FLOODING,NM
12,049,1985,Freezing,SEVERE FREEZE,FL
12,051,1985,Freezing,SEVERE FREEZE,FL
35,017,1985,Flood,SEVERE STORMS & FLOODING,NM
12,027,1985,Freezing,SEVERE FREEZE,FL
35,027,1985,Flood,SEVERE STORMS & FLOODING,NM
12,071,1985,Freezing,SEVERE FREEZE,FL
12,086,1985,Freezing,SEVERE FREEZE,FL
12,099,1985,Freezing,SEVERE FREEZE,FL
12,095,1985,Freezing,SEVERE FREEZE,FL
12,081,1985,Freezing,SEVERE FREEZE,FL
12,061,1985,Freezing,SEVERE FREEZE,FL
12,097,1985,Freezing,SEVERE FREEZE,FL
17,103,1985,Flood,SEVERE STORMS & FLOODING,IL
36,049,1985,Flood,FLOODING,NY
17,001,1985,Flood,SEVERE STORMS & FLOODING,IL
12,117,1985,Freezing,SEVERE FREEZE,FL
12,101,1985,Freezing,SEVERE FREEZE,FL
12,069,1985,Freezing,SEVERE FREEZE,FL
12,111,1985,Freezing,SEVERE FREEZE,FL
36,063,1985,Snow,SNOW MELT & ICE JAMS,NY
36,029,1985,Snow,SNOW MELT & ICE JAMS,NY
36,075,1985,Flood,FLOODING,NY
17,013,1985,Flood,SEVERE STORMS & FLOODING,IL
12,105,1985,Freezing,SEVERE FREEZE,FL
17,083,1985,Flood,SEVERE STORMS & FLOODING,IL
17,063,1985,Flood,SEVERE STORMS & FLOODING,IL
17,067,1985,Flood,SEVERE STORMS & FLOODING,IL
17,161,1985,Flood,SEVERE STORMS & FLOODING,IL
17,017,1985,Flood,SEVERE STORMS & FLOODING,IL
17,133,1985,Flood,SEVERE STORMS & FLOODING,IL
17,033,1985,Flood,SEVERE STORMS & FLOODING,IL
17,123,1985,Flood,SEVERE STORMS & FLOODING,IL
17,149,1985,Flood,SEVERE STORMS & FLOODING,IL
17,179,1985,Flood,SEVERE STORMS & FLOODING,IL
17,137,1985,Flood,SEVERE STORMS & FLOODING,IL
17,125,1985,Flood,SEVERE STORMS & FLOODING,IL
17,061,1985,Flood,SEVERE STORMS & FLOODING,IL
17,143,1985,Flood,SEVERE STORMS & FLOODING,IL
17,057,1985,Flood,SEVERE STORMS & FLOODING,IL
17,099,1985,Flood,SEVERE STORMS & FLOODING,IL
17,011,1985,Flood,SEVERE STORMS & FLOODING,IL
17,023,1985,Flood,SEVERE STORMS & FLOODING,IL
72,039,1985,Flood,"STORMS, MUD/LAND SLIDES, FLOODING",PR
72,025,1985,Flood,"STORMS, MUD/LAND SLIDES, FLOODING",PR
17,203,1985,Flood,SEVERE STORMS & FLOODING,IL
17,197,1985,Flood,SEVERE STORMS & FLOODING,IL
72,019,1985,Flood,"STORMS, MUD/LAND SLIDES, FLOODING",PR
72,093,1985,Flood,"STORMS, MUD/LAND SLIDES, FLOODING",PR
72,107,1985,Flood,"STORMS, MUD/LAND SLIDES, FLOODING",PR
72,085,1985,Flood,"STORMS, MUD/LAND SLIDES, FLOODING",PR
72,151,1985,Flood,"STORMS, MUD/LAND SLIDES, FLOODING",PR
72,069,1985,Flood,"STORMS, MUD/LAND SLIDES, FLOODING",PR
72,059,1985,Flood,"STORMS, MUD/LAND SLIDES, FLOODING",PR
72,149,1985,Flood,"STORMS, MUD/LAND SLIDES, FLOODING",PR
72,017,1985,Flood,"STORMS, MUD/LAND SLIDES, FLOODING",PR
72,145,1985,Flood,"STORMS, MUD/LAND SLIDES, FLOODING",PR
72,011,1985,Flood,"STORMS, MUD/LAND SLIDES, FLOODING",PR
72,133,1985,Flood,"STORMS, MUD/LAND SLIDES, FLOODING",PR
72,081,1985,Flood,"STORMS, MUD/LAND SLIDES, FLOODING",PR
72,097,1985,Flood,"STORMS, MUD/LAND SLIDES, FLOODING",PR
72,073,1985,Flood,"STORMS, MUD/LAND SLIDES, FLOODING",PR
42,083,1985,Tornado,"SEVERE STORMS, HIGH WINDS & TORNADOES",PA
42,049,1985,Tornado,"SEVERE STORMS, HIGH WINDS & TORNADOES",PA
42,033,1985,Tornado,"SEVERE STORMS, HIGH WINDS & TORNADOES",PA
72,013,1985,Flood,"STORMS, MUD/LAND SLIDES, FLOODING",PR
42,053,1985,Tornado,"SEVERE STORMS, HIGH WINDS & TORNADOES",PA
42,007,1985,Tornado,"SEVERE STORMS, HIGH WINDS & TORNADOES",PA
72,001,1985,Flood,"STORMS, MUD/LAND SLIDES, FLOODING",PR
42,119,1985,Tornado,"SEVERE STORMS, HIGH WINDS & TORNADOES",PA
42,085,1985,Tornado,"SEVERE STORMS, HIGH WINDS & TORNADOES",PA
42,081,1985,Tornado,"SEVERE STORMS, HIGH WINDS & TORNADOES",PA
42,097,1985,Tornado,"SEVERE STORMS, HIGH WINDS & TORNADOES",PA
39,155,1985,Tornado,SEVERE STORMS & TORNADOES,OH
39,029,1985,Tornado,SEVERE STORMS & TORNADOES,OH
42,121,1985,Tornado,"SEVERE STORMS, HIGH WINDS & TORNADOES",PA
39,089,1985,Tornado,SEVERE STORMS & TORNADOES,OH
39,133,1985,Tornado,SEVERE STORMS & TORNADOES,OH
39,007,1985,Tornado,SEVERE STORMS & TORNADOES,OH
42,039,1985,Tornado,"SEVERE STORMS, HIGH WINDS & TORNADOES",PA
06,079,1985,Fire,"GRASS, WILDLANDS, & FOREST FIRES",CA
06,053,1985,Fire,"GRASS, WILDLANDS, & FOREST FIRES",CA
72,141,1985,Flood,"STORMS, MUD/LAND SLIDES, FLOODING",PR
06,073,1985,Fire,"GRASS, WILDLANDS, & FOREST FIRES",CA
56,021,1985,Flood,"SEVERE STORMS, HAIL & FLOODING",WY
06,087,1985,Fire,"GRASS, WILDLANDS, & FOREST FIRES",CA
39,031,1985,Tornado,SEVERE STORMS & TORNADOES,OH
28,131,1985,Hurricane,HURRICANE ELENA,MS
28,109,1985,Hurricane,HURRICANE ELENA,MS
06,085,1985,Fire,"GRASS, WILDLANDS, & FOREST FIRES",CA
06,111,1985,Fire,"GRASS, WILDLANDS, & FOREST FIRES",CA
28,047,1985,Hurricane,HURRICANE ELENA,MS
01,097,1985,Hurricane,HURRICANE ELENA,AL
01,003,1985,Hurricane,HURRICANE ELENA,AL
12,057,1985,Hurricane,HURRICANE ELENA,FL
12,037,1985,Hurricane,HURRICANE ELENA,FL
28,059,1985,Hurricane,HURRICANE ELENA,MS
12,029,1985,Hurricane,HURRICANE ELENA,FL
12,075,1985,Hurricane,HURRICANE ELENA,FL
12,129,1985,Hurricane,HURRICANE ELENA,FL
12,103,1985,Hurricane,HURRICANE ELENA,FL
26,001,1985,Flood,SEVERE STORMS AND FLOODING,MI
26,017,1985,Flood,SEVERE STORMS AND FLOODING,MI
26,049,1985,Flood,SEVERE STORMS AND FLOODING,MI
26,069,1985,Flood,SEVERE STORMS AND FLOODING,MI
26,057,1985,Flood,SEVERE STORMS AND FLOODING,MI
26,107,1985,Flood,SEVERE STORMS AND FLOODING,MI
26,063,1985,Flood,SEVERE STORMS AND FLOODING,MI
26,155,1985,Flood,SEVERE STORMS AND FLOODING,MI
26,085,1985,Flood,SEVERE STORMS AND FLOODING,MI
12,081,1985,Hurricane,HURRICANE ELENA,FL
26,087,1985,Flood,SEVERE STORMS AND FLOODING,MI
26,151,1985,Flood,SEVERE STORMS AND FLOODING,MI
26,157,1985,Flood,SEVERE STORMS AND FLOODING,MI
26,117,1985,Flood,SEVERE STORMS AND FLOODING,MI
26,127,1985,Flood,SEVERE STORMS AND FLOODING,MI
26,105,1985,Flood,SEVERE STORMS AND FLOODING,MI
26,145,1985,Flood,SEVERE STORMS AND FLOODING,MI
26,111,1985,Flood,SEVERE STORMS AND FLOODING,MI
26,073,1985,Flood,SEVERE STORMS AND FLOODING,MI
26,133,1985,Flood,SEVERE STORMS AND FLOODING,MI
42,025,1986,Hurricane,HURRICANE GLORIA,PA
26,123,1985,Flood,SEVERE STORMS AND FLOODING,MI
26,121,1985,Flood,SEVERE STORMS AND FLOODING,MI
42,069,1986,Hurricane,HURRICANE GLORIA,PA
42,079,1986,Hurricane,HURRICANE GLORIA,PA
72,059,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,045,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,035,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
42,127,1986,Hurricane,HURRICANE GLORIA,PA
42,115,1986,Hurricane,HURRICANE GLORIA,PA
72,101,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,015,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
42,131,1986,Hurricane,HURRICANE GLORIA,PA
72,057,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,013,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,061,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,079,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,087,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,139,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,053,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,019,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,037,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,131,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,021,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,109,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,105,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,107,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,145,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,119,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,041,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,135,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,067,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,073,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,017,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,001,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,039,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,007,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,051,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,043,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,009,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,055,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,069,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,095,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,103,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,091,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,111,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,133,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,113,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,123,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,125,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,075,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,137,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
72,153,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
09,001,1986,Hurricane,HURRICANE GLORIA,CT
72,149,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
09,005,1986,Hurricane,HURRICANE GLORIA,CT
09,013,1986,Hurricane,HURRICANE GLORIA,CT
72,141,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
09,007,1986,Hurricane,HURRICANE GLORIA,CT
09,011,1986,Hurricane,HURRICANE GLORIA,CT
44,003,1986,Hurricane,HURRICANE GLORIA,RI
72,151,1986,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",PR
09,009,1986,Hurricane,HURRICANE GLORIA,CT
44,001,1986,Hurricane,HURRICANE GLORIA,RI
09,003,1986,Hurricane,HURRICANE GLORIA,CT
34,009,1986,Hurricane,HURRICANE GLORIA,NJ
44,007,1986,Hurricane,HURRICANE GLORIA,RI
34,025,1986,Hurricane,HURRICANE GLORIA,NJ
44,009,1986,Hurricane,HURRICANE GLORIA,RI
36,059,1986,Hurricane,HURRICANE GLORIA,NY
44,005,1986,Hurricane,HURRICANE GLORIA,RI
34,001,1986,Hurricane,HURRICANE GLORIA,NJ
25,005,1986,Hurricane,HURRICANE GLORIA,MA
25,001,1986,Hurricane,HURRICANE GLORIA,MA
25,017,1986,Hurricane,HURRICANE GLORIA,MA
25,003,1986,Hurricane,HURRICANE GLORIA,MA
36,103,1986,Hurricane,HURRICANE GLORIA,NY
09,015,1986,Hurricane,HURRICANE GLORIA,CT
25,021,1986,Hurricane,HURRICANE GLORIA,MA
34,011,1986,Hurricane,HURRICANE GLORIA,NJ
25,007,1986,Hurricane,HURRICANE GLORIA,MA
25,009,1986,Hurricane,HURRICANE GLORIA,MA
25,027,1986,Hurricane,HURRICANE GLORIA,MA
22,045,1986,Hurricane,HURRICANE JUAN,LA
22,051,1986,Hurricane,HURRICANE JUAN,LA
25,013,1986,Hurricane,HURRICANE GLORIA,MA
25,025,1986,Hurricane,HURRICANE GLORIA,MA
25,011,1986,Hurricane,HURRICANE GLORIA,MA
25,015,1986,Hurricane,HURRICANE GLORIA,MA
22,005,1986,Hurricane,HURRICANE JUAN,LA
22,005,1986,Hurricane,HURRICANE JUAN,LA
22,023,1986,Hurricane,HURRICANE JUAN,LA
22,063,1986,Hurricane,HURRICANE JUAN,LA
22,087,1986,Hurricane,HURRICANE JUAN,LA
22,075,1986,Hurricane,HURRICANE JUAN,LA
22,103,1986,Hurricane,HURRICANE JUAN,LA
25,023,1986,Hurricane,HURRICANE GLORIA,MA
22,109,1986,Hurricane,HURRICANE JUAN,LA
22,095,1986,Hurricane,HURRICANE JUAN,LA
54,017,1986,Flood,SEVERE STORMS & FLOODING,WV
22,089,1986,Hurricane,HURRICANE JUAN,LA
22,105,1986,Hurricane,HURRICANE JUAN,LA
22,057,1986,Hurricane,HURRICANE JUAN,LA
54,001,1986,Flood,SEVERE STORMS & FLOODING,WV
54,021,1986,Flood,SEVERE STORMS & FLOODING,WV
54,031,1986,Flood,SEVERE STORMS & FLOODING,WV
54,003,1986,Flood,SEVERE STORMS & FLOODING,WV
54,025,1986,Flood,SEVERE STORMS & FLOODING,WV
54,007,1986,Flood,SEVERE STORMS & FLOODING,WV
54,013,1986,Flood,SEVERE STORMS & FLOODING,WV
54,027,1986,Flood,SEVERE STORMS & FLOODING,WV
54,023,1986,Flood,SEVERE STORMS & FLOODING,WV
54,041,1986,Flood,SEVERE STORMS & FLOODING,WV
54,077,1986,Flood,SEVERE STORMS & FLOODING,WV
54,049,1986,Flood,SEVERE STORMS & FLOODING,WV
54,037,1986,Flood,SEVERE STORMS & FLOODING,WV
54,033,1986,Flood,SEVERE STORMS & FLOODING,WV
54,061,1986,Flood,SEVERE STORMS & FLOODING,WV
54,065,1986,Flood,SEVERE STORMS & FLOODING,WV
54,071,1986,Flood,SEVERE STORMS & FLOODING,WV
54,063,1986,Flood,SEVERE STORMS & FLOODING,WV
42,003,1986,Flood,SEVERE STORMS & FLOODING,PA
54,101,1986,Flood,SEVERE STORMS & FLOODING,WV
54,083,1986,Flood,SEVERE STORMS & FLOODING,WV
42,129,1986,Flood,SEVERE STORMS & FLOODING,PA
42,059,1986,Flood,SEVERE STORMS & FLOODING,PA
54,097,1986,Flood,SEVERE STORMS & FLOODING,WV
54,093,1986,Flood,SEVERE STORMS & FLOODING,WV
54,089,1986,Flood,SEVERE STORMS & FLOODING,WV
42,051,1986,Flood,SEVERE STORMS & FLOODING,PA
54,075,1986,Flood,SEVERE STORMS & FLOODING,WV
42,111,1986,Flood,SEVERE STORMS & FLOODING,PA
54,057,1986,Flood,SEVERE STORMS & FLOODING,WV
54,095,1986,Flood,SEVERE STORMS & FLOODING,WV
51,041,1986,Flood,SEVERE STORMS & FLOODING,VA
42,125,1986,Flood,SEVERE STORMS & FLOODING,PA
51,011,1986,Flood,SEVERE STORMS & FLOODING,VA
51,079,1986,Flood,SEVERE STORMS & FLOODING,VA
51,145,1986,Flood,SEVERE STORMS & FLOODING,VA
51,043,1986,Flood,SEVERE STORMS & FLOODING,VA
54,091,1986,Flood,SEVERE STORMS & FLOODING,WV
51,073,1986,Flood,SEVERE STORMS & FLOODING,VA
51,199,1986,Flood,SEVERE STORMS & FLOODING,VA
51,065,1986,Flood,SEVERE STORMS & FLOODING,VA
54,067,1986,Flood,SEVERE STORMS & FLOODING,WV
51,019,1986,Flood,SEVERE STORMS & FLOODING,VA
51,057,1986,Flood,SEVERE STORMS & FLOODING,VA
51,099,1986,Flood,SEVERE STORMS & FLOODING,VA
51,075,1986,Flood,SEVERE STORMS & FLOODING,VA
51,087,1986,Flood,SEVERE STORMS & FLOODING,VA
51,103,1986,Flood,SEVERE STORMS & FLOODING,VA
51,031,1986,Flood,SEVERE STORMS & FLOODING,VA
51,119,1986,Flood,SEVERE STORMS & FLOODING,VA
51,115,1986,Flood,SEVERE STORMS & FLOODING,VA
51,133,1986,Flood,SEVERE STORMS & FLOODING,VA
51,179,1986,Flood,SEVERE STORMS & FLOODING,VA
51,009,1986,Flood,SEVERE STORMS & FLOODING,VA
51,159,1986,Flood,SEVERE STORMS & FLOODING,VA
51,650,1986,Flood,SEVERE STORMS & FLOODING,VA
51,181,1986,Flood,SEVERE STORMS & FLOODING,VA
51,005,1986,Flood,SEVERE STORMS & FLOODING,VA
51,005,1986,Flood,SEVERE STORMS & FLOODING,VA
51,735,1986,Flood,SEVERE STORMS & FLOODING,VA
51,113,1986,Flood,SEVERE STORMS & FLOODING,VA
51,125,1986,Flood,SEVERE STORMS & FLOODING,VA
51,091,1986,Flood,SEVERE STORMS & FLOODING,VA
51,017,1986,Flood,SEVERE STORMS & FLOODING,VA
51,121,1986,Flood,SEVERE STORMS & FLOODING,VA
51,015,1986,Flood,SEVERE STORMS & FLOODING,VA
51,045,1986,Flood,SEVERE STORMS & FLOODING,VA
51,023,1986,Flood,SEVERE STORMS & FLOODING,VA
51,163,1986,Flood,SEVERE STORMS & FLOODING,VA
51,187,1986,Flood,SEVERE STORMS & FLOODING,VA
51,510,1986,Flood,SEVERE STORMS & FLOODING,VA
51,067,1986,Flood,SEVERE STORMS & FLOODING,VA
51,139,1986,Flood,SEVERE STORMS & FLOODING,VA
51,165,1986,Flood,SEVERE STORMS & FLOODING,VA
51,193,1986,Flood,SEVERE STORMS & FLOODING,VA
51,161,1986,Flood,SEVERE STORMS & FLOODING,VA
51,680,1986,Flood,SEVERE STORMS & FLOODING,VA
51,820,1986,Flood,SEVERE STORMS & FLOODING,VA
51,678,1986,Flood,SEVERE STORMS & FLOODING,VA
51,580,1986,Flood,SEVERE STORMS & FLOODING,VA
